base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,cost_delta,different,donor_bytes,donor_cost,donor_error,donor_memory,donor_params,donor_points,donor_sha256,point_delta,task
3577,805,,451,354,18.309157722581435,527a22df4e93f511f99ed3a1e79693dd41c2de4bab082b6f2b8a40c4c351ac12,-74,cost-positive,-4,True,3503,801,,447,354,18.31413905293164,67e4f265cc21a8b25e710e8919485ca796c4b131c2c25a50c9be0b1c31695da6,0.004981330350204871,task221
760,219,,180,39,19.6109282701835,72f3e66fb7aa0f15a80deaae017c5c779feb83462ab94eb1acae20afcfdc1f36,-218,cost-positive,-1,True,542,218,,155,63,19.61550493721091,8ebb5061ba145e59647932752aff345ff939435e85d441ad6b793f9abb036850,0.004576667027411219,task231
1825,2677,,2558,119,17.10754795647965,70de68ad03e398afd19fae55f3fad436817201e5df612359c9069b0f8281f98a,-288,cost-positive,-6,True,1537,2671,,2558,113,17.10979178689004,9532a747384f7376c2f7737489a42f4d69fbdecb46c95c4eef05eeaeecc9739e,0.002243830410389336,task094
7009,2743,,2654,89,17.083192509062396,e66d88084736e122ba21e47a495c82894d22ca03dafb790748455fa9abab739b,-1737,cost-positive,-5,True,5272,2738,,2646,92,17.085016994151605,fe07496101494f68933e59acfc790932473774d76640408047d7a3e9174c0f7a,0.0018244850892088493,task008
5128,1850,,1802,48,17.477059081927628,405d977bfebe2eafc28fdeff699190d4a3c7f189903239d0ae5f7bbe89ddfabd,-2442,cost-positive,-3,True,2686,1847,,1768,79,17.47868201980076,ad19b7ff95642d910dca7a1a5810c54397fdf4d41eb4dccb9aa1a0fe0ae87613,0.0016229378731331678,task213
875,1668,,1633,35,17.58061941708131,ca895cf016d83d9fdbcadf4e03a66caa491ec02314138a789a56ccd0a62addcd,-256,cost-positive,-2,True,619,1666,,1633,33,17.58181917727321,e3842f6774de2547ee88ecd26a12a8e2befdd6265418bac9bc6bf1e35f44c1cc,0.001199760191902044,task061
4120,5830,,5734,96,16.32922772065546,10a96442c69cfb062b303048470de1fddd78375deedd90475160b87fc14050cc,28,cost-positive,-6,True,4148,5824,,5726,98,16.33025741012348,abbaf84fb272c2db97b4f07c1143991e9b7360fca771218f97801c0d07ec8dc7,0.0010296894680195123,task383
3876,4345,,4228,117,16.623218962300506,54bc07edc11fcfd060c667a3e6b3b20c6d12fb24d2aa17d25ab99662637d54d4,32,cost-positive,-3,True,3908,4342,,4224,118,16.62390964956176,a6be75cde02b7c9469c48876f3d1fd87e73cf5406a322e29b33d36598b7ca046,0.0006906872612546522,task387
1697,1487,,1326,161,17.695484053539843,597d643e5bf0921ab6030007e6242e77feb12b000c0e392b7fe40296a9bae887,-147,cost-positive,-1,True,1550,1486,,1326,160,17.696156774722297,c80636a902209d8543fd9bf5cd3a5839dd313390ab303c24f7eaeeae618fd3f5,0.0006727211824539836,task075
1530,1774,,1216,558,17.519007837130474,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,-80,cost-positive,-1,True,1450,1773,,1216,557,17.51957169392579,c67cd4342495fe44eba09e9bfee3dbfa5e1c32ade9674e6982f6225a4ab9fa7d,0.0005638567953170082,task302
1874,6510,,6349,161,16.218905264797385,0c2da4395baf21c989749a2b73efc99da709c27b8ad54ea4dec5241a66a848aa,4,cost-neutral,0,True,1878,6510,,6349,161,16.218905264797385,1de14f492d239febf38dee18f643eca5466e31184c16ec7fab9fba2c0a6cf9c4,0.0,task009
