base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,different,donor_bytes,donor_error,donor_sha256,task
396,135,,120,15,20.09472522156157,cb1fe3c729a0c45639b73d21310c33c9f8bb7ed6beebd48151601acf11ee1d65,11862,donor-unscorable,True,12258,ValueError: network performance could not be measured,5523b6b2cf8c92da7403bb9e06a3298d186ea6cc5d08318a324ddb7202dffd81,task298
473,50,,0,50,21.087976994571854,63937e8cccb8a0981bf1e4606b6807083bfab548f949e29a4243abf836467c24,11785,donor-unscorable,True,12258,ValueError: network performance could not be measured,82d5b4ee8a9d0881c28e158136d222d75118457ddc303e1516fe9e0b47656abc,task299
2061,1141,,1077,64,17.960339650137925,5cbf98f6d33c2a080e6c00f6ff806e2907757abfe5282aa106ad0d34e95bff18,10197,donor-unscorable,True,12258,ValueError: network performance could not be measured,b12bab8d21fc1042e923bdb4f7935384c9e52627fc1f7e77c0959fc079af2f88,task301
1530,1774,,1216,558,17.519007837130474,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,10728,donor-unscorable,True,12258,ValueError: network performance could not be measured,96fbd56f37d62f4062da0020a74cadad5679de60a25f1df3ddcabeeaeee251e1,task302
823,1450,,1428,22,17.72068116458538,b555c306a0b4feafda9d1e371fb39c7940546555153c4973f416b6a42541a3a9,11435,donor-unscorable,True,12258,ValueError: network performance could not be measured,0cc8700cd944d84a9dbeb5be60591dfd27dd28549e99ad3db6ef5d656f77dbcc,task303
3251,636,,296,340,18.544801436659878,52407df10596663f64b88d9a4a4aea2a4bfbf0078de38816663ed344165e3bbf,9007,donor-unscorable,True,12258,ValueError: network performance could not be measured,4ae66e451f0b8b90659cdfd6d0d4a766bc7a6cd533989eff3e46fa776c9ab924,task305
1498,300,,0,300,19.2962175253438,874cc107c1dd7d3ac12c2007c036a6138427308708a87ba639a8697740e8ef8b,10760,donor-unscorable,True,12258,ValueError: network performance could not be measured,6c7a7da15be130e9941c072ef27061c7fbb97bd3bdf1b2e1e17a2a4b62d61572,task306
217,10,,0,10,22.697414907005953,c47b834e65872a11ec0cda3c8246948b8365f81f916610b49ed07267815733d9,12041,donor-unscorable,True,12258,ValueError: network performance could not be measured,6cd64afa81091dbbe08ba58788d2a702585019c7d83e424afdd1cd98cea38256,task309
271,20,,0,20,22.00426772644601,e34e78a1f9514b4d1cbcbc936a665ca33aa4d02902b47fb0208e24a9f9d4d035,11987,donor-unscorable,True,12258,ValueError: network performance could not be measured,f9e3622b866ff838fdeec9395a4c455452ec1ce2e2ee9d794472bfe262b0ba4a,task312
1101,188,,0,188,19.76355803717005,f98be2a31581fdf5ff564bc37132a61f16743be0decdd7363906f42904d1e16e,11157,donor-unscorable,True,12258,ValueError: network performance could not be measured,a01ea536bea796c3dd8f757b74e847817e42aa44fdd2c85775e039a49d01d353,task313
625,100,,0,100,20.394829814011906,91294db3a76db1cf55efd0eeb6e6c475503684a7d282ec1b5611be5a48729242,11633,donor-unscorable,True,12258,ValueError: network performance could not be measured,b4e0fd9f02db2124b0429d9c23ec700993716422eee2ab0115505cf004323a8c,task314
697,146,,128,18,20.016393378291664,6991c5597b423cf499a1146d43afa75e88d396b2c8d1d6efd3539e81e149235b,11561,donor-unscorable,True,12258,ValueError: network performance could not be measured,31ad167416f0d44936052338e36549a473b7e10fb46253114df5b856bf3e339f,task317
2977,770,,448,322,18.35360948515227,793240b0b28b488a072581924ed92941f63c177edf092ed931a5f525b0eb0a74,9281,donor-unscorable,True,12258,ValueError: network performance could not be measured,9d2ce84585fac65e0598372302ad8a0560bda3b43893cdd8c92ec07f38e3bf20,task320
515,74,,0,74,20.69593490679583,5f9a8513d653a8fd3ea5c74440eb587bce7e2e25e3ae5b96907e99fab8d0fddc,11743,donor-unscorable,True,12258,ValueError: network performance could not be measured,5f1c31876a7c61b0a4a4f04ae70ef2c270ba09a2f4ba70445ef6f27918fb044b,task322
1813,1630,,913,717,17.60366470619919,d17729d2f2ac1c032e9b94cdd875843efe5f5bf8ab90edefd77387210a5cb14d,10445,donor-unscorable,True,12258,ValueError: network performance could not be measured,b01227539892ee5e832cd28bdb2a6d2da65aad409e1b1db76d38d3daa9debb66,task323
4223,8555,,6969,1586,15.945728813673707,cd303d7c495546f2313cb3b65f44020975cdbe5683ad1c0a4ad9dd7d022d639a,8035,donor-unscorable,True,12258,ValueError: network performance could not be measured,e1510872b3a19af2bf261ff1647085016b8f1efecc937d8d64946eca94d32d6a,task324
3129,6296,,6173,123,16.25233020990276,c8eb6c14f09369a1f122333844c27925425733669f82c26c16aca05b3d481db5,9129,donor-unscorable,True,12258,ValueError: network performance could not be measured,fd5f9696f957d24d2e44f2403ec1106b16a062b4907e7f18e24d36e0d84d2de2,task328
1068,1050,,1021,29,18.04345455684843,02dd5cdee77f7ecc1b20a46e6dec17a2e8404b6dc7b8fd59d7c8c8f69d2e7b78,11190,donor-unscorable,True,12258,ValueError: network performance could not be measured,1b721293fc79b9f174309ccbb1121c37ee36f3f573d9545cc7565c1ed9cbfc29,task329
1556,2825,,2600,225,17.05373635641946,52b1dbfed9812c7d61802191ad36e5134ccdd4b0f5294056bbedc1d90e1fe677,10702,donor-unscorable,True,12258,ValueError: network performance could not be measured,f2d2847e0952e9581074df3089f2912745a15cf2650c481f545b11250a501540,task330
660,500,,400,100,18.78539190157781,e923bcdc1ae6e86a044c3ca12ddf751a169c701f66820a5937a203b109fe2d80,11598,donor-unscorable,True,12258,ValueError: network performance could not be measured,26a048f319a92dda0b3ba98f152b17c4160b309841da285a7d30bb44c8b3ea2b,task331
529,80,,0,80,20.61797336532612,9cc8f43825d9d730411e64532258029c695b5f5a6ff06bb543aca67424c81bf4,11729,donor-unscorable,True,12258,ValueError: network performance could not be measured,99bed9602a12de727c3a2250b5da81d01e7924f400b0dd89597580ba9c4cd2bb,task332
1682,2401,,2340,61,17.216359403778746,82f44847be0cc7a25b720d83a0b860272aa4c99a2a2632f01002843fb47b2e16,10576,donor-unscorable,True,12258,ValueError: network performance could not be measured,9ad5481ba8ee3ac70aca86dd0ba8408b09b3f945b3cd4f776d4a5c5182d7da63,task333
1380,1010,,932,78,18.082294390164694,7ab1753a6d6407e1bd3f20115005d1a4bed20d0c51b4a00aa595cdd4bc0ad55c,10878,donor-unscorable,True,12258,ValueError: network performance could not be measured,eed292bc2c2c2173ea6abac879d7743e4535144002c41ba6b6ed6b2abb3bb3e2,task335
5565,1820,,764,1056,17.493408219929158,8cffed4ad33ff1d68d4750b91ab147cbbf6d0ed96755ffa405c9c255ef1372c9,6693,donor-unscorable,True,12258,ValueError: network performance could not be measured,c241495a50b542b42a30610191fa21a4db77dd033c52d4cf421acf035d9ab3c0,task336
159,10,,0,10,22.697414907005953,c276f5799bf0f2f77bbc0c31f5ed97472afbff9a946326286e229929029e2484,12099,donor-unscorable,True,12258,ValueError: network performance could not be measured,5092795a146dd2f298405f39d4b604b85a27c50963ef4e0489565059f5b839e3,task337
2715,7215,,6925,290,16.116082528792028,8219999addbdbb859515f5117b7ffd4ec49ad3282925d38d50c11768b6d1ccc1,9543,donor-unscorable,True,12258,ValueError: network performance could not be measured,f7640b2569a53a3ff1b3019a680163782bd68167ac12d6698811a67f7ef2787f,task338
3524,3404,,3284,120,16.867293510306737,231f9a7cb736280f93cdf44a81ae56a80a56cf8329df32fa00b403f26522e4e4,8734,donor-unscorable,True,12258,ValueError: network performance could not be measured,ec35b1b6abe08297e682aae811c42f317e036e674c55bfa037bea06ed5a06989,task340
3522,1427,,1394,33,17.736670382523165,f831542d7c6e6abdf452ed4b69e4daa240484dc92a75c6a96d153a1e006a370b,8736,donor-unscorable,True,12258,ValueError: network performance could not be measured,f2cb288c09ef94454480bdc2a097a021e6608635b5c60713fb8ab71c29bdf5ce,task341
1170,611,,514,97,18.584903040828404,87f1bf4fd165b26ca667f1c5f66a9afecdff3665e1def92f4fe28da40f0efebb,11088,donor-unscorable,True,12258,ValueError: network performance could not be measured,434f32b52c17a321d2e149ea6442b370b9f0f365c8cda9d3305e00cb92d2115e,task342
5126,1539,,1171,368,17.66111186616112,2910f35126f46caf36c68c4e769c16d7bfc0155c8624786d2957e57804744f70,7132,donor-unscorable,True,12258,ValueError: network performance could not be measured,5e3e339659122abda947918d7201cf29f3f6e75baea31c4d2d6dc512521a4d28,task343
3059,692,,0,692,18.460414044382333,1675e6f496e5f83b0c59d8d7131ca1100b8c5dc17466f22a530eca1e88774541,9199,donor-unscorable,True,12258,ValueError: network performance could not be measured,d8c85e9b0d0a497e0e8897de040a8ba3ea801802429e564ff73a1cb36ca06b14,task344
2472,1495,,1431,64,17.690118514175214,e890ad707fae08730ed1411af9e3da53e716328922ce416631d253632731dd96,9786,donor-unscorable,True,12258,ValueError: network performance could not be measured,6ebd48c75c14a56507b126457f324accc2c884e053f324913609bfc4eefcb3c8,task345
2025,1706,,1612,94,17.558093271948376,fbdd21c8f1814fa93dfdfe0200922fd3becfc357db16347ed3dc4a2a6c8f3c7a,10233,donor-unscorable,True,12258,ValueError: network performance could not be measured,609119310c7f59aa7ef0c2b95d1926262b0f7316c9fcd2c4c0e4e90b528f354a,task348
2664,14892,,13710,1182,15.391420565007392,f7ad5e72db458e26eadd854f4a334b40a15c5374cabd9a0b8b8254bceab71999,9594,donor-unscorable,True,12258,ValueError: network performance could not be measured,d75a7df956e44675ce4d9688e1e53b16dae6bbe3b86bb08a35ece7e91225c85b,task349
696,9036,,9012,24,15.891028122412106,4fc1f47414a1dbf9bd9b89c6becc37189e1913658e09133b2f485d6dcf2ab2b9,11562,donor-unscorable,True,12258,ValueError: network performance could not be measured,9575e593baefafd53caa70c1dfc28b59f8f3994e4a96e21838d9ee18a16dc883,task350
2092,460,,0,460,18.86877351051686,7e1e11e49412d1b5c391f3bb4df9c5a93f1e826c787aac857f91ceac745a4d17,10166,donor-unscorable,True,12258,ValueError: network performance could not be measured,db417b21f3cf64160aaed712b6a99ab236eb3c60d11bcaf2ebaad79ecbdf403e,task352
1438,244,,182,62,19.5028317747068,aca31888d6a834f7b63c41dc1e48addce3f44ca64537d5351f9ba073bc41b18b,10820,donor-unscorable,True,12258,ValueError: network performance could not be measured,7f38e6e51d59f6ac8e9a409601074ddebbd63fef3ca5c4b14042601b447f233e,task353
1174,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: safe_name_10): [ShapeInferenceError] Attribute pads must not contain negative values
",,,,8a6e96a689942265d4274b33622b292fc5f56d3e36e8a525dc2fad9c803cc154,11084,both-unscorable,True,12258,ValueError: network performance could not be measured,f17f5622d2184cbc659943c58f1a75e561590d482818b194d8280ab354c3395f,task354
754,1220,,1200,20,17.893393862272696,1292065051659c4c459876e2cb867d33b078633dc5b70777947a25006f3a98c7,11504,donor-unscorable,True,12258,ValueError: network performance could not be measured,4af5f779627b969752603646586fd0ddcc4fb2f8fb367bb0551b5309ab6eebcc,task356
926,291,,258,33,19.326676732828506,aa2e6a783ee448c5920f430044b4d60e7f1b24865562c676d93c8c3237168058,11332,donor-unscorable,True,12258,ValueError: network performance could not be measured,46c540d31b217c59143e8f2b5e066ba0ce3551fd7fce6120b47e32f59cf1151e,task357
2296,2584,,2495,89,17.14290613509751,284473aaa644ef5d3a1453d6785e4b2c55b0c31b4ce9fead320ce2559419a0b9,9962,donor-unscorable,True,12258,ValueError: network performance could not be measured,0912c93542727db5f3e1ab9c1d6dcec16989cbb5ed8d4f1036aa2907ff544db4,task358
1617,4284,,4269,15,16.63735756843236,90845abfbbfb565e107a13896f223d53a39a45e948b5596ace983b8cc7033c5c,10641,donor-unscorable,True,12258,ValueError: network performance could not be measured,5a6b8a60525da6fd9139fef1ecf6e94f2114ac932ba329513d95b53111d85cf1,task359
3416,4606,,4244,362,16.56488491961937,66c324166982890165c500b1e7c4681a0d2c4f0d009903c75ddad62665c73b41,8842,donor-unscorable,True,12258,ValueError: network performance could not be measured,171eaeaf49f81cce563feb5d16522cb15f3dd3436ea5ea549d890b724f47bfba,task361
1825,521,,408,113,18.744249958246634,b8dee60f7de2d1db2e86ca11973e26c3d298c74384cc798cba5bff359d29c3a8,10433,donor-unscorable,True,12258,ValueError: network performance could not be measured,7754d8568e726a1be5515e0b90f80ba2974d0ad5d967f86800e040aba9f979dc,task362
3261,3852,,3582,270,16.743652227081984,249a2779cb0e7ebbf447abaefce667c3381800e7ebc6de94f400396403338b8f,8997,donor-unscorable,True,12258,ValueError: network performance could not be measured,cd4ee937b5b2945686933689f07e6baf4fc91f2240d562737b04178f60d37855,task363
2026,20803,,20700,103,15.057147513941617,8470a1170973a45cbd322f548eac9adfa06ec5a7eb7d073278494801bb6e646f,10232,donor-unscorable,True,12258,ValueError: network performance could not be measured,5f773dd9c0b78862fed6006599294d6d9ae181fd23763c24f16cb5b7145315dd,task364
2093,13926,,13700,226,15.458487124497507,f719b3a457e6aec132af040e5b898329010e991e1bdb86a5b10d56bf762ecfde,10165,donor-unscorable,True,12258,ValueError: network performance could not be measured,a640851b86fb9b698453e2adeb55b6af564e5cfcce377c5ef8ed866af876471e,task367
2111,3557,,3453,104,16.823327228051546,bfcad152fcd8c9093d38727547e76262e0ac5664eb5bf809639d5df164b0f7dc,10147,donor-unscorable,True,12258,ValueError: network performance could not be measured,660f15c10d3d3db161cd25da8db30d7c9b60019bc8b261446aa6d19327f29818,task368
735,872,,800,72,18.22921057609102,643e3357efd5d89d3d667f214c52b757cb1a5064c9d528b2ca8de70147a21f8f,11523,donor-unscorable,True,12258,ValueError: network performance could not be measured,faeb154366c7fc41a449331f49fa74ad05f393ddb33a27f98c3f078e338bfe34,task369
6646,6585,,6027,558,16.207450385822618,361449aa44c2f1eb417e2083e534e010de4d0060b321e5316720f2d382003a25,5612,donor-unscorable,True,12258,ValueError: network performance could not be measured,05b704681aba87cd269694b90e07c8282fe4bf0493be8175021d5baa211b1fa9,task370
1395,467,,376,91,18.853670742331104,62e99f09826f2b72f91711dcce6d933dd39081ce76ecee738a6ddb61758b71b0,10863,donor-unscorable,True,12258,ValueError: network performance could not be measured,d4a58358b00edadfe32d727b4e7ef71c0a63c06b5352b2612124aac2a6d0188f,task371
334,30,,0,30,21.598802618337846,2ab8f9622549f3016e1e6f21d2f3f83639880877ef89aef2695f9c202b967d0e,11924,donor-unscorable,True,12258,ValueError: network performance could not be measured,e87e3ff79536b817efa28b2c5e9b39ec8f1f2de2b6d1021b8bbf58a8da387f8a,task373
1310,1516,,1473,43,17.676169433797682,173b10cf483cba0bbb6fe15852ebb2ce21f3978e97b5593a1d0aa73b6ed4a279,10948,donor-unscorable,True,12258,ValueError: network performance could not be measured,11639f2baa93a48557909b2e6dca8060c8cfd32146a3e8ad06f9faa5a4b1c993,task374
1256,327,,119,208,19.210039829102747,1b34802c6ab4d672b625bc4774b1fb890f7567237ce6d55ac990e6ee8a597cfb,11002,donor-unscorable,True,12258,ValueError: network performance could not be measured,69d1c87912ee10d1e4ea76da84b8e90046d950697dc2ef422af84474060d25ef,task375
2207,1980,,1934,46,17.40914787631142,d9534edbbde94b6e0916add9f3488a6a7e13b27198b44a7d0a2ca501086a92e9,10051,donor-unscorable,True,12258,ValueError: network performance could not be measured,0b443f445991fa45a9264e6c82c39da363a7b974eb5f10bb9e237f3ecfa13a21,task378
3764,6813,,6701,112,16.17341216922633,141d7af77cef0e3b226f145c95ffbf4b09460498bbcaa6317bf59758f282273c,8494,donor-unscorable,True,12258,ValueError: network performance could not be measured,203e9a997499fd3a8139c7f1cce884c0ff0adad510d6d11595074e02307f3dca,task379
616,99,,0,99,20.40488014986541,d7e7210306b713a5974c74d3f8ab4da6d918fb601bf1314d3d8847f23aa6b364,11642,donor-unscorable,True,12258,ValueError: network performance could not be measured,5c223c544fad97c69fd9b7c36e78bf8dfa235f37fe882c48b61c8179b8e721de,task380
1331,1752,,1684,68,17.531486728503662,8bdb17dd914fe938c1369ef61a8440f8ddcd1d2fab3c353bd002968414dc9c89,10927,donor-unscorable,True,12258,ValueError: network performance could not be measured,cab2637c470faa47e6c74f76c2ac5ca2b3ff4aeca9a277eeeda3f3095162704d,task381
6814,5657,,5530,127,16.359351004656844,7d3a5888116cf7a335ffb3f985bab8500f85af6c18e6f22ddf564ba67fe1a09a,5444,donor-unscorable,True,12258,ValueError: network performance could not be measured,0226e69f7048bdb5c897b24e98b09a89d1c939521207b28da3b650018d07e842,task382
4120,5830,,5734,96,16.32922772065546,10a96442c69cfb062b303048470de1fddd78375deedd90475160b87fc14050cc,8138,donor-unscorable,True,12258,ValueError: network performance could not be measured,9928fac938ba4ca3310d13c368d0491de770a8e8ce52e5cb34c0c817a812993f,task383
175,30,,0,30,21.598802618337846,629a5673b6a8e745a4c5b1b5afcf3c5e7214f2fd7c54d7f5da27eb3e788ea5d1,12083,donor-unscorable,True,12258,ValueError: network performance could not be measured,598f18f05b95425769e7790d68ea5783bc085468d5f1f7d9455b58bfb1c67ea2,task385
3876,4345,,4228,117,16.623218962300506,54bc07edc11fcfd060c667a3e6b3b20c6d12fb24d2aa17d25ab99662637d54d4,8382,donor-unscorable,True,12258,ValueError: network performance could not be measured,86a7334e962bb9d4c8f0ca122b9845fc0fd2fc232a0cec7ee82c3c3924e3baed,task387
460,55,,0,55,20.992666814767528,9538f819dc1c99a64c58c63e6d0c86a6ee01c09ad7602e5e8bc10f6fffcabaa1,11798,donor-unscorable,True,12258,ValueError: network performance could not be measured,11ae59198b901016402ddd3cc069c8817fbc6e0aa61e03bd5c20a290b8750e62,task389
8616,2699,,2595,104,17.099363386981995,4ab87ac79ff3cd60d0ee922389eb5934d9be7ddbc0c7223368585ee08d59005d,3642,donor-unscorable,True,12258,ValueError: network performance could not be measured,766cdda7cb859a8ad0375de2dd72ccedcdc27b91e51c484c318ef5d5c9aace16,task390
2824,1169,,358,811,17.936096038527932,6414c2eda9be72073ded28a5b986a93f408c6e64505840ecdca95250d1f350c0,9434,donor-unscorable,True,12258,ValueError: network performance could not be measured,7031b653dba9452c3ef2c8822705b0f38b426728a9e36cdbf60fcea92027773a,task392
4654,2752,,2562,190,17.079916800946766,e088bd74c4f0d012db17aff1d9ba4d3c6db3fdcd62cff28c588f82da80e8d72d,7604,donor-unscorable,True,12258,ValueError: network performance could not be measured,710c7166270e2dd25770863f9e4108348422af8c3ae64bf0aa2ce0b0965eee70,task397
